3.43E+01,3.53E-01,3.40E+01,1.17E+00
3.44E+01,1.76E-01,3.34E+01,5.66E-01
3.63E+01,1.17E-01,3.64E+01,3.74E-01
3.72E+01,8.72E-02,3.74E+01,2.82E-01
3.67E+01,7.00E-02,3.69E+01,2.22E-01
3.69E+01,5.82E-02,3.73E+01,1.85E-01
3.65E+01,5.00E-02,3.62E+01,1.58E-01
3.81E+01,4.37E-02,3.76E+01,1.38E-01
3.67E+01,3.89E-02,3.76E+01,1.22E-01
3.94E+01,3.47E-02,3.97E+01,1.09E-01
3.90E+01,3.17E-02,3.93E+01,9.96E-02
4.00E+01,2.89E-02,3.92E+01,9.17E-02
3.94E+01,2.68E-02,3.94E+01,8.39E-02
4.39E+01,2.48E-02,4.45E+01,7.69E-02
3.90E+01,2.32E-02,3.87E+01,7.21E-02
4.01E+01,2.17E-02,3.97E+01,6.76E-02
4.06E+01,2.03E-02,3.98E+01,6.41E-02
4.17E+01,1.92E-02,4.07E+01,5.97E-02
3.87E+01,1.83E-02,3.88E+01,5.70E-02
4.25E+01,1.73E-02,4.24E+01,5.43E-02
4.30E+01,1.64E-02,4.23E+01,5.12E-02
4.31E+01,1.57E-02,4.36E+01,4.88E-02
4.41E+01,1.50E-02,4.35E+01,4.65E-02
4.41E+01,1.43E-02,4.48E+01,4.47E-02
4.40E+01,1.38E-02,4.45E+01,4.27E-02
4.26E+01,1.33E-02,4.27E+01,4.12E-02
4.56E+01,1.27E-02,4.55E+01,3.94E-02
4.31E+01,1.23E-02,4.22E+01,3.81E-02
4.40E+01,1.18E-02,4.30E+01,3.67E-02
4.16E+01,1.15E-02,4.13E+01,3.54E-02
4.44E+01,1.11E-02,4.39E+01,3.42E-02
4.48E+01,3.43E-01,4.47E+01,1.32E+00
4.42E+01,1.72E-01,4.51E+01,5.31E-01
4.55E+01,1.14E-01,4.61E+01,3.53E-01
4.22E+01,8.59E-02,4.18E+01,2.67E-01
4.54E+01,6.86E-02,4.45E+01,2.10E-01
4.47E+01,5.72E-02,4.51E+01,1.76E-01
4.49E+01,4.90E-02,4.56E+01,1.52E-01
4.49E+01,4.27E-02,4.59E+01,1.32E-01
4.62E+01,3.81E-02,4.68E+01,1.18E-01
4.51E+01,3.42E-02,4.44E+01,1.06E-01
4.47E+01,3.12E-02,4.52E+01,9.60E-02
4.57E+01,2.86E-02,4.67E+01,8.79E-02
4.31E+01,2.64E-02,4.35E+01,8.07E-02
4.46E+01,2.44E-02,4.48E+01,7.49E-02
4.38E+01,2.28E-02,4.39E+01,6.95E-02
4.54E+01,2.13E-02,4.59E+01,6.54E-02
4.59E+01,2.01E-02,4.63E+01,6.17E-02
4.74E+01,1.89E-02,4.79E+01,5.78E-02
4.54E+01,1.80E-02,4.44E+01,5.54E-02
4.60E+01,1.71E-02,4.68E+01,5.27E-02
4.54E+01,1.63E-02,4.57E+01,4.99E-02
4.57E+01,1.55E-02,4.60E+01,4.77E-02
4.44E+01,1.49E-02,4.46E+01,4.53E-02
4.47E+01,1.43E-02,4.42E+01,4.33E-02
4.78E+01,1.36E-02,4.80E+01,4.17E-02
4.74E+01,1.31E-02,4.69E+01,4.02E-02
4.72E+01,1.25E-02,4.69E+01,3.85E-02
